30825,70,1075,DICONSA POXILA,S/N 3,4,,MERIDA,MERIDA,POXILA UMAN,,97390,,104,B,4.4213,W0,J,1,281,004802810070,1,1,20.817239,-89.802416,03/12/2014,53.0556,12
31221,70,1075,LA GUADALUPANA,109 20,21,23,MERIDA,MERIDA,KOPOMA,,97818,,104,D,.9259333333,W0,J,1,281,004802810070,1,1,20.648233,-89.900756,24/02/2015,11.1112,12
31305,70,1079,PAPELERIA DE PATTY,S/N 75,44,46,MERIDA,MERIDA,XELPAC KANASIN,,97370,,134,D,0,W0,L,1,281,004802810070,1,1,20.93429,-89.574199,24/03/2015,0,12
31369,70,1077,MI PEQUEÑO ANGELITO,304 27,32,36,MERIDA,MERIDA,CROC,,97370,,104,C,6.9444666667,W0,L,1,281,004802810070,1,1,20.934449,-89.565316,21/04/2015,83.3336,12
31382,70,1076,TENDEJON EL REY LEON,50-D 39-B,118,ESQ,MERIDA,MERIDA,LA JOYA,,97570,,104,C,2.3796333333,W0,L,1,281,004802810070,1,1,20.925113,-89.558337,23/04/2015,28.5556,12
31469,70,1079,TENDEJON JESUS ISRAEL,237 75-A,56,58,MERIDA,MERIDA,SAN ANTONIO KAUA,,97370,,104,B,7.3472333333,W0,L,1,281,004802810070,1,1,20.936109,-89.580172,11/05/2015,88.1668,12
31582,70,1076,BISTEC CALIENTE 2,147 15,6,,MERIDA,MERIDA,TULIPANES KANASIN,,97246,,104,A,18.4791666667,W0,LV,2,281,004802810070,2,2,20.923936,-89.550064,08/06/2015,221.75,12
31733,70,1076,EL ROSARIO,357 25,24,26,MERIDA,MERIDA,HECTOR VICTORIA KANASIN,,97000,9992465212,114,D,1.2083333333,W0,V,1,281,004802810070,1,1,20.928561,-89.561829,28/07/2015,14.5,12
31797,70,1076,FERROTLAPALERIA EL ENCHUFE,102 21,20,ESQ,MERIDA,MERIDA,KANASIN,,97000,,114,C,3.0046333333,W0,LV,2,281,004802810070,2,2,20.934777,-89.558105,13/08/2015,36.0556,12
31827,70,1077,TIENDA SAN FRANCISCO,306 29 DIAG,32 AV. DEL TRABAJO,27,Croc,Kanasin,FRACC. CROC,,97370,,104,A,14.652775,W0,LV,2,281,004802810070,2,2,20.933604,-89.565449,21/08/2015,175.8333,12
31876,70,1076,TENDEJON LA REINA,167 37,16,,MERIDA,MERIDA,PEDREGALES DE KANASIN,,97370,,104,D,2.5463,W0,L,1,281,004802810070,1,1,20.925916,-89.557662,03/09/2015,30.5556,12
32007,70,1079,TIENDA MARI CARMEN,21 41,8,6,MERIDA,MERIDA,XELPAC KANASIN,,97370,,104,N,4.6851833333,W0,V,1,281,004802810070,1,1,20.941099,-89.575093,07/10/2015,56.2222,12
32069,70,1077,MODELORAMA CROC,245 30,35,ESQ,MERIDA,MERIDA,KANASIN CROC,,97166,,133,N,0,W0,V,1,281,004802810070,1,1,20.932278,-89.565611,22/10/2015,0,12
