CD JUAREZ,36,06-sep-12,418,98,98,0,0,98,261.33,250.25,100.00%,100.00%,95.76%,09:17,17:48
CD JUAREZ,36,06-sep-12,419,81,80,1,0,77,264.42,250.75,98.77%,95.06%,94.83%,09:03,17:54
CD JUAREZ,36,06-sep-12,420,108,108,0,0,107,334.08,311.75,100.00%,99.07%,93.32%,07:58,20:12
CD JUAREZ,36,06-sep-12,424,87,87,0,0,82,425.75,393.5,100.00%,94.25%,92.43%,09:14,21:45
CD JUAREZ,36,06-sep-12,425,82,82,0,0,81,241.75,239.42,100.00%,98.78%,99.04%,08:37,17:45
CD JUAREZ,36,06-sep-12,426,91,91,0,0,91,209.92,185.92,100.00%,100.00%,88.57%,07:47,20:01
CD JUAREZ,36,06-sep-12,500,6,6,0,0,6,1710.5,1648,100.00%,100.00%,96.35%,09:08,15:34
CD JUAREZ,36,06-sep-12,505,3,3,0,0,3,162,153.5,100.00%,100.00%,94.75%,09:41,12:01
CD JUAREZ,36,06-sep-12,510,20,20,0,0,20,434.25,432.5,100.00%,100.00%,99.60%,09:17,16:11
CD JUAREZ,36,06-sep-12,511,15,15,0,0,15,281.5,226.75,100.00%,100.00%,80.55%,09:02,15:49
CD JUAREZ,36,06-sep-12,512,14,14,0,0,14,206.67,189.17,100.00%,100.00%,91.53%,09:18,16:14
CD JUAREZ,36,06-sep-12,520,17,17,0,0,17,278.5,240.75,100.00%,100.00%,86.45%,09:06,16:24
CD JUAREZ,36,07-sep-12,400,83,83,0,0,82,252.16,241.75,100.00%,98.80%,95.87%,08:57,17:30
CD JUAREZ,36,07-sep-12,403,63,63,0,0,59,230.58,227.08,100.00%,93.65%,98.48%,08:51,19:31
CD JUAREZ,36,07-sep-12,406,73,73,0,0,72,282.58,271.33,100.00%,98.63%,96.02%,08:17,18:52
CD JUAREZ,36,07-sep-12,407,112,112,0,0,112,310.08,310.08,100.00%,100.00%,100.00%,08:24,19:02
